player_id,year,yards,tds,att,comp,playoff_games,playoff_wins,pb_games,max_wins
RoteTo00,1956,11535,89,1854,826,0,0,1,2
RoteTo00,1957,12605,100,2031,902,2,2,1,2
RoteTo00,1958,14283,114,2288,1020,2,2,1,2
RoteTo00,1959,15144,119,2450,1082,2,2,1,2
RyanFr00,1958,34,1,14,5,0,0,0,1
RyanFr00,1959,743,3,103,47,0,0,0,1
RyanFr00,1960,1559,10,231,109,0,0,0,1
RyanFr00,1961,2674,15,373,181,0,0,0,1
RyanFr00,1962,4215,25,567,293,0,0,0,1
RyanFr00,1963,6241,50,823,428,0,0,0,1
RyanFr00,1964,8645,75,1157,602,1,1,1,1
RyanFr00,1965,10396,93,1400,721,2,1,2,1
RyanFr00,1966,13370,122,1782,921,2,1,3,1
RyanFr00,1967,15396,142,2062,1057,3,1,3,1
RyanFr00,1968,16035,149,2128,1088,3,1,3,1
RyanFr00,1969,16039,149,2129,1089,3,1,3,1
RyanFr00,1970,16042,149,2133,1090,3,1,3,1
RyanMa00,2008,3440,16,434,265,1,0,0,4
RyanMa00,2009,6356,38,885,528,1,0,0,4
RyanMa00,2010,10061,66,1456,885,2,0,1,4
RyanMa00,2011,14238,95,2022,1232,3,0,1,4
RyanMa00,2012,18957,127,2637,1654,5,1,2,4
RyanMa00,2013,23472,153,3288,2093,5,1,2,4
RyanMa00,2014,28166,181,3916,2508,5,1,3,4
RyanMa00,2015,32757,202,4530,2915,5,1,3,4
RyanMa00,2016,37701,240,5064,3288,8,3,4,4
RyanMa00,2017,41796,260,5593,3630,10,4,4,4
RyanMa00,2018,46720,295,6201,4052,10,4,4,4
RyanMa00,2019,51186,321,6817,4460,10,4,4,4
RyanMa00,2020,55767,347,7443,4867,10,4,4,4
RyanMa00,2021,59735,367,8003,5242,10,4,4,4
RyanPa00,1978,106,0,14,9,0,0,0,1
RyanPa00,1979,119,0,18,11,0,0,0,1
RyanPa00,1980,119,0,18,11,0,0,0,1
RyanPa00,1981,167,1,28,15,0,0,0,1
RyanPa00,1982,313,3,46,27,0,0,0,1
RyanPa00,1983,572,5,86,48,0,0,0,1
RyanPa00,1984,2511,19,371,204,0,0,0,1
RyanPa00,1985,2606,19,380,210,0,0,0,1
RyanPa00,1986,2948,21,435,244,2,1,0,1
RyanPa00,1987,3262,25,488,276,2,1,0,1
RyanPa00,1988,4069,30,601,339,2,1,0,1
RyanPa00,1989,4222,31,631,354,2,1,0,1
RyanPa00,1990,4222,31,631,354,2,1,0,1
RyanPa00,1991,4320,31,657,364,2,1,0,1
RypiMa00,1988,1730,18,208,114,0,0,0,5
RypiMa00,1989,5498,40,684,394,0,0,1,5
RypiMa00,1990,7568,56,988,560,2,1,1,5
RypiMa00,1991,11132,84,1409,809,5,4,2,5
RypiMa00,1992,14414,97,1888,1078,7,5,2,5
RypiMa00,1993,15928,101,2207,1244,7,5,2,5
RypiMa00,1994,16622,105,2335,1303,7,5,2,5
RypiMa00,1995,18070,114,2552,1432,7,5,2,5
RypiMa00,1996,18146,115,2565,1442,7,5,2,5
RypiMa00,1997,18416,115,2604,1461,7,5,2,5
RypiMa00,1998,18416,115,2604,1461,7,5,2,5
RypiMa00,1999,18416,115,2604,1461,7,5,2,5
RypiMa00,2000,18416,115,2604,1461,7,5,2,5
RypiMa00,2001,18473,115,2613,1466,7,5,2,5
SancMa00,2009,2444,12,364,196,3,2,0,4
SancMa00,2010,5735,29,871,474,6,4,0,4
SancMa00,2011,9209,55,1414,782,6,4,0,4
SancMa00,2012,12092,68,1867,1028,6,4,0,4
SancMa00,2013,12092,68,1867,1028,6,4,0,4
SancMa00,2014,14510,82,2176,1226,6,4,0,4
SancMa00,2015,15126,86,2267,1285,6,4,0,4
SancMa00,2016,15219,86,2285,1295,6,4,0,4
SancMa00,2017,15219,86,2285,1295,6,4,0,4
SancMa00,2018,15357,86,2320,1314,6,4,0,4
SchaMa00,2004,330,1,70,33,0,0,0,1
SchaMa00,2005,825,5,134,66,0,0,0,1
SchaMa00,2006,1033,6,161,84,0,0,0,1
SchaMa00,2007,3274,15,450,276,0,0,0,1
SchaMa00,2008,6317,30,830,527,0,0,0,1
SchaMa00,2009,11087,59,1413,923,0,0,1,1
SchaMa00,2010,15457,83,1987,1288,0,0,1,1
SchaMa00,2011,17936,98,2279,1466,0,0,1,1
SchaMa00,2012,21944,120,2823,1816,2,1,2,1
SchaMa00,2013,24254,130,3181,2035,2,1,2,1
SchaMa00,2014,24311,130,3191,2040,2,1,2,1
SchaMa00,2015,24851,133,3271,2092,2,1,2,1
SchaMa00,2016,24867,133,3274,2093,2,1,2,1
SchaMa00,2017,24867,133,3274,2093,2,1,2,1
SchaMa00,2018,24887,133,3281,2098,2,1,2,1
SchaMa00,2019,25467,136,3348,2148,2,1,2,1
SchrJa00,1985,1458,5,209,112,0,0,0,3
SchrJa00,1986,5567,27,750,388,3,2,1,3
SchrJa00,1987,7445,39,1017,517,3,2,1,3
SchrJa00,1988,9284,52,1273,630,3,2,1,3
SchrJa00,1989,10834,60,1467,721,3,2,1,3
SchrJa00,1990,13683,79,1801,903,5,3,1,3
SchrJa00,1991,16245,94,2158,1092,5,3,1,3
SchrJa00,1992,17721,105,2411,1215,5,3,1,3
SchrJa00,1993,18553,110,2570,1293,5,3,1,3
SchrJa00,1994,20063,114,2808,1426,5,3,1,3
SimmPh00,1979,1743,13,265,134,0,0,0,6
SimmPh00,1980,4064,28,667,327,0,0,0,6
SimmPh00,1981,6095,39,983,499,0,0,0,6
SimmPh00,1982,6095,39,983,499,0,0,0,6
SimmPh00,1983,6225,39,996,506,0,0,0,6
SimmPh00,1984,10269,61,1529,792,2,1,0,6
SimmPh00,1985,14098,83,2024,1067,4,2,1,6
SimmPh00,1986,17585,104,2492,1326,7,5,1,6
SimmPh00,1987,19815,121,2774,1489,7,5,1,6
SimmPh00,1988,23174,142,3253,1752,7,5,1,6
SimmPh00,1989,26235,156,3658,1980,8,5,1,6
SimmPh00,1990,28519,171,3969,2164,8,5,1,6
SimmPh00,1991,29512,179,4110,2246,8,5,1,6
SimmPh00,1992,30424,184,4247,2329,8,5,1,6
SimmPh00,1993,33462,199,4647,2576,10,6,2,6
SmitAl03,2005,875,1,165,84,0,0,0,2
SmitAl03,2006,3765,17,607,341,0,0,0,2
SmitAl03,2007,4679,19,800,435,0,0,0,2
SmitAl03,2008,4679,19,800,435,0,0,0,2
SmitAl03,2009,7029,37,1172,660,0,0,0,2
SmitAl03,2010,9399,51,1514,864,0,0,0,2
SmitAl03,2011,12543,68,1959,1137,2,1,0,2
SmitAl03,2012,14280,81,2177,1290,2,1,0,2
SmitAl03,2013,17593,104,2685,1598,3,1,1,2
SmitAl03,2014,20858,122,3149,1901,3,1,1,2
SmitAl03,2015,24344,142,3619,2208,5,2,1,2
SmitAl03,2016,27846,157,4108,2536,6,2,2,2
SmitAl03,2017,31888,183,4613,2877,7,2,3,2
SmitAl03,2018,34068,193,4941,3082,7,2,3,2
SmitAl03,2019,34068,193,4941,3082,7,2,3,2
SmitAl03,2020,35650,199,5193,3250,7,2,3,2
StabKe00,1970,52,0,7,2,0,0,0,7
StabKe00,1971,320,1,55,26,0,0,0,7
StabKe00,1972,844,5,129,70,0,0,0,7
StabKe00,1973,2841,19,389,233,2,1,1,7
StabKe00,1974,5310,45,699,411,4,2,2,7
StabKe00,1975,7606,61,992,582,6,3,2,7
StabKe00,1976,10343,88,1283,776,9,6,3,7
StabKe00,1977,12519,108,1577,945,11,7,4,7
StabKe00,1978,15463,124,1983,1182,11,7,4,7
StabKe00,1979,19078,150,2481,1486,11,7,4,7
StabKe00,1980,22280,163,2938,1779,12,7,4,7
StabKe00,1981,24268,177,3223,1944,12,7,4,7
StabKe00,1982,25611,183,3412,2061,12,7,4,7
StabKe00,1983,27599,192,3723,2237,12,7,4,7
StabKe00,1984,27938,194,3793,2270,12,7,4,7
StafMa00,2009,2267,13,377,201,0,0,0,3
StafMa00,2010,2802,19,473,258,0,0,0,3
StafMa00,2011,7840,60,1136,679,1,0,0,3
StafMa00,2012,12807,80,1863,1114,1,0,0,3
StafMa00,2013,17457,109,2497,1485,1,0,0,3
StafMa00,2014,21714,131,3099,1848,2,0,1,3
StafMa00,2015,25976,163,3691,2246,2,0,1,3
StafMa00,2016,30303,187,4285,2634,3,0,1,3
StafMa00,2017,34749,216,4850,3005,3,0,1,3
StafMa00,2018,38526,237,5405,3372,3,0,1,3
StafMa00,2019,41025,256,5696,3559,3,0,1,3
StafMa00,2020,45109,282,6224,3898,3,0,1,3
StafMa00,2021,49995,323,6825,4302,6,3,1,3
StarBa00,1956,325,2,44,24,0,0,0,9
StarBa00,1957,1814,10,259,141,0,0,0,9
StarBa00,1958,2689,13,416,219,0,0,0,9
StarBa00,1959,3661,19,550,289,0,0,0,9
StarBa00,1960,5019,23,722,387,1,0,1,9
StarBa00,1961,7437,39,1017,559,2,1,2,9
StarBa00,1962,9875,51,1302,737,3,2,3,9
StarBa00,1963,11730,66,1546,869,3,2,3,9
StarBa00,1964,13874,81,1818,1032,3,2,3,9
StarBa00,1965,15929,97,2069,1172,5,4,3,9
StarBa00,1966,18186,111,2320,1328,7,6,4,9
StarBa00,1967,20009,120,2530,1443,10,9,4,9
StarBa00,1968,21626,135,2701,1552,10,9,4,9
StarBa00,1969,22787,144,2849,1644,10,9,4,9
StarBa00,1970,24432,152,3104,1784,10,9,4,9
StarBa00,1971,24718,152,3149,1808,10,9,4,9
StauRo00,1969,421,1,47,23,0,0,0,11
StauRo00,1970,963,3,129,67,0,0,0,11
StauRo00,1971,2845,18,340,193,3,3,1,11
StauRo00,1972,2943,18,360,202,4,3,1,11
StauRo00,1973,5371,41,646,381,6,4,1,11
StauRo00,1974,7923,52,1006,571,6,4,1,11
StauRo00,1975,10589,69,1354,769,9,6,2,11
StauRo00,1976,13304,83,1723,977,10,6,3,11
StauRo00,1977,15924,101,2084,1187,13,9,4,11
StauRo00,1978,19114,126,2497,1418,16,11,5,11
StauRo00,1979,22700,153,2958,1685,17,11,6,11
StewKo00,1995,60,1,7,5,0,0,0,2
StewKo00,1996,160,1,37,16,0,0,0,2
StewKo00,1997,3180,22,477,252,2,1,0,2
StewKo00,1998,5740,33,935,504,2,1,0,2
StewKo00,1999,7204,39,1210,664,2,1,0,2
StewKo00,2000,9064,50,1499,815,2,1,0,2
StewKo00,2001,12173,64,1941,1081,4,2,1,2
StewKo00,2002,13328,70,2107,1190,4,2,1,2
StewKo00,2003,14746,77,2358,1316,4,2,1,2
TannRy00,2012,3294,12,484,282,0,0,0,2
TannRy00,2013,7207,36,1072,637,0,0,0,2
TannRy00,2014,11252,63,1662,1029,0,0,0,2
TannRy00,2015,15460,87,2248,1392,0,0,0,2
TannRy00,2016,18455,106,2637,1653,0,0,0,2
TannRy00,2017,18455,106,2637,1653,0,0,0,2
TannRy00,2018,20434,123,2911,1829,0,0,0,2
TannRy00,2019,23176,145,3197,2030,3,2,1,2
TannRy00,2020,26995,178,3678,2345,4,2,1,2
TannRy00,2021,30729,199,4209,2702,5,2,1,2
TarkFr00,1961,1997,18,280,157,0,0,0,6
TarkFr00,1962,4592,40,609,320,0,0,0,6
TarkFr00,1963,6903,55,906,490,0,0,0,6
TarkFr00,1964,9409,77,1212,661,0,0,1,6
TarkFr00,1965,12018,96,1541,832,0,0,2,6
TarkFr00,1966,14579,113,1899,1024,0,0,2,6
TarkFr00,1967,17667,142,2276,1228,0,0,3,6
TarkFr00,1968,20222,163,2613,1410,0,0,4,6
TarkFr00,1969,23140,186,3022,1630,0,0,5,6
TarkFr00,1970,25917,205,3411,1849,0,0,6,6
TarkFr00,1971,28484,216,3797,2075,0,0,6,6
TarkFr00,1972,31135,234,4175,2290,0,0,6,6
TarkFr00,1973,33248,249,4449,2459,3,2,6,6
TarkFr00,1974,35846,266,4800,2658,6,4,7,6
TarkFr00,1975,38840,291,5225,2931,7,4,8,6
TarkFr00,1976,41801,308,5637,3186,10,6,9,6
TarkFr00,1977,43535,317,5895,3341,10,6,9,6
TarkFr00,1978,47003,342,6467,3686,11,6,9,6
TestVi00,1987,1081,5,165,71,0,0,0,2
TestVi00,1988,4321,18,631,293,0,0,0,2
TestVi00,1989,7454,38,1111,551,0,0,0,2
TestVi00,1990,10272,55,1476,754,0,0,0,2
TestVi00,1991,12266,63,1802,920,0,0,0,2
TestVi00,1992,14820,77,2160,1126,0,0,0,2
TestVi00,1993,16617,91,2390,1256,0,0,0,2
TestVi00,1994,19192,107,2766,1463,2,1,0,2
TestVi00,1995,22075,124,3158,1704,2,1,0,2
TestVi00,1996,26252,157,3707,2029,2,1,1,2
TestVi00,1997,29223,175,4177,2300,2,1,1,2
TestVi00,1998,32479,204,4598,2559,4,2,2,2
TestVi00,1999,32575,205,4613,2569,4,2,2,2
TestVi00,2000,36307,226,5203,2897,4,2,2,2
TestVi00,2001,39059,241,5644,3157,5,2,2,2
TestVi00,2002,39558,244,5727,3211,5,2,2,2
TestVi00,2003,40943,251,5925,3334,5,2,2,2
TestVi00,2004,44475,268,6420,3631,5,2,2,2
TestVi00,2005,45252,269,6526,3691,5,2,2,2
TestVi00,2006,45281,270,6529,3693,5,2,2,2
TestVi00,2007,46233,275,6701,3787,5,2,2,2
TheiJo00,1974,145,1,11,9,0,0,0,6
TheiJo00,1975,241,2,33,19,0,0,0,6
TheiJo00,1976,1277,10,196,98,0,0,0,6
TheiJo00,1977,2374,17,378,182,0,0,0,6
TheiJo00,1978,4967,30,768,369,0,0,0,6
TheiJo00,1979,7764,50,1163,602,0,0,0,6
TheiJo00,1980,10726,67,1617,864,0,0,0,6
TheiJo00,1981,14294,86,2113,1157,0,0,0,6
TheiJo00,1982,16327,99,2365,1318,4,4,1,6
TheiJo00,1983,20041,128,2824,1594,7,6,2,6
TheiJo00,1984,23432,152,3301,1877,8,6,2,6
TheiJo00,1985,25206,160,3602,2044,8,6,2,6
ToddRi00,1976,870,3,162,65,0,0,0,2
ToddRi00,1977,2733,14,427,198,0,0,0,2
ToddRi00,1978,3582,20,534,258,0,0,0,2
ToddRi00,1979,6242,36,868,429,0,0,0,2
ToddRi00,1980,9571,53,1347,693,0,0,0,2
ToddRi00,1981,12802,78,1844,972,1,0,0,2
ToddRi00,1982,14763,92,2105,1125,4,2,0,2
ToddRi00,1983,18241,110,2623,1433,4,2,0,2
ToddRi00,1984,20419,121,2935,1594,4,2,0,2
ToddRi00,1985,20610,124,2967,1610,4,2,0,2
TomcMi00,1985,33,0,6,2,0,0,0,3
TomcMi00,1986,1138,2,157,76,0,0,0,3
TomcMi00,1987,2358,7,335,173,0,0,0,3
TomcMi00,1988,3668,14,505,259,1,1,0,3
TomcMi00,1989,5726,30,811,415,1,1,0,3
TomcMi00,1990,6247,33,915,454,3,2,0,3
TomcMi00,1991,7737,44,1153,582,3,2,0,3
TomcMi00,1992,9430,51,1364,702,3,2,0,3
TomcMi00,1993,9828,53,1418,731,3,2,0,3
TomcMi00,1994,10632,57,1511,785,3,2,0,3
TomcMi00,1995,11298,58,1624,850,3,2,0,3
TomcMi00,1996,14065,73,2025,1072,5,3,0,3
TomcMi00,1997,14250,74,2049,1088,5,3,0,3
TomcMi00,1998,14454,76,2079,1109,5,3,0,3
TomcMi00,1999,16079,88,2337,1248,5,3,0,3
UnitJo00,1956,1498,9,198,110,0,0,0,6
UnitJo00,1957,4048,33,499,282,0,0,1,6
UnitJo00,1958,6055,52,762,418,1,1,2,6
UnitJo00,1959,8954,84,1129,611,2,2,3,6
UnitJo00,1960,12053,109,1507,801,2,2,4,6
UnitJo00,1961,15043,125,1927,1030,2,2,5,6
UnitJo00,1962,18010,148,2316,1252,2,2,6,6
UnitJo00,1963,21491,168,2726,1489,2,2,7,6
UnitJo00,1964,24315,187,3031,1647,3,2,8,6
UnitJo00,1965,26845,210,3313,1811,3,2,8,6
UnitJo00,1966,29593,232,3661,2006,3,2,9,6
UnitJo00,1967,33021,252,4097,2261,3,2,10,6
UnitJo00,1968,33160,254,4129,2272,3,2,10,6
UnitJo00,1969,35502,266,4456,2450,3,2,10,6
UnitJo00,1970,37715,280,4777,2616,6,5,10,6
UnitJo00,1971,38657,283,4953,2708,8,6,10,6
UnitJo00,1972,39768,287,5110,2796,8,6,10,6
UnitJo00,1973,40239,290,5186,2830,8,6,10,6
VanBNo00,1950,2061,18,233,127,1,1,1,2
VanBNo00,1951,3786,31,427,227,1,1,2,2
VanBNo00,1952,5522,45,632,340,2,1,3,2
VanBNo00,1953,7915,64,918,496,2,1,4,2
VanBNo00,1954,10552,77,1178,635,2,1,5,2
VanBNo00,1955,12442,85,1450,779,3,1,6,2
VanBNo00,1956,13408,92,1574,847,3,1,6,2
VanBNo00,1957,15513,112,1839,979,3,1,6,2
VanBNo00,1958,17922,127,2213,1177,3,1,7,2
VanBNo00,1959,20539,143,2553,1368,3,1,8,2
VanBNo00,1960,23010,167,2837,1521,4,2,9,2
VickMi00,2001,785,2,113,50,0,0,0,2
VickMi00,2002,3721,18,534,281,2,1,1,2
VickMi00,2003,4306,22,634,331,2,1,1,2
VickMi00,2004,6619,36,955,512,4,2,2,2
VickMi00,2005,9031,51,1342,726,4,2,3,2
VickMi00,2006,11505,71,1730,930,4,2,3,2
VickMi00,2007,11505,71,1730,930,4,2,3,2
VickMi00,2008,11505,71,1730,930,4,2,3,2
VickMi00,2009,11591,72,1743,936,4,2,3,2
VickMi00,2010,14609,93,2115,1169,5,2,4,2
VickMi00,2011,17912,111,2538,1422,5,2,4,2
VickMi00,2012,20274,123,2889,1626,5,2,4,2
VickMi00,2013,21489,128,3030,1703,5,2,4,2
VickMi00,2014,22093,131,3151,1767,5,2,4,2
VickMi00,2015,22464,133,3217,1807,5,2,4,2
WadeBi00,1954,509,2,59,31,0,0,0,1
WadeBi00,1955,825,3,130,62,0,0,0,1
WadeBi00,1956,2286,13,308,153,0,0,0,1
WadeBi00,1957,2402,14,332,163,0,0,0,1
WadeBi00,1958,5277,32,673,344,0,0,1,1
WadeBi00,1959,7278,44,934,497,0,0,1,1
WadeBi00,1960,8572,56,1116,603,0,0,1,1
WadeBi00,1961,10830,78,1366,742,0,0,1,1
WadeBi00,1962,14002,96,1778,967,0,0,1,1
WadeBi00,1963,16303,111,2134,1159,1,1,2,1
WadeBi00,1964,18247,124,2461,1341,1,1,2,1
WadeBi00,1965,18451,124,2502,1361,1,1,2,1
WadeBi00,1966,18530,124,2523,1370,1,1,2,1
WalsSt00,1989,1371,5,219,110,0,0,0,1
WalsSt00,1990,3381,17,555,289,1,0,0,1
WalsSt00,1991,5019,28,810,430,1,0,0,1
WalsSt00,1992,5019,28,810,430,1,0,0,1
WalsSt00,1993,5290,30,848,450,1,0,0,1
WalsSt00,1994,7368,40,1191,658,3,1,0,1
WalsSt00,1995,7368,40,1191,658,3,1,0,1
WalsSt00,1996,7712,40,1268,691,3,1,0,1
WalsSt00,1997,7770,40,1285,697,3,1,0,1
WalsSt00,1998,7828,40,1304,706,3,1,0,1
WalsSt00,1999,7875,40,1317,713,3,1,0,1
WarnKu00,1998,39,0,11,4,0,0,0,9
WarnKu00,1999,4392,41,510,329,3,3,1,9
WarnKu00,2000,7821,62,857,564,4,3,2,9
WarnKu00,2001,12651,98,1403,939,7,5,3,9
WarnKu00,2002,14082,101,1623,1083,7,5,3,9
WarnKu00,2003,14447,102,1688,1121,7,5,3,9
WarnKu00,2004,16501,108,1965,1295,7,5,3,9
WarnKu00,2005,19214,119,2340,1537,7,5,3,9
WarnKu00,2006,20591,125,2508,1645,7,5,3,9
WarnKu00,2007,24008,152,2959,1926,7,5,3,9
WarnKu00,2008,28591,182,3557,2327,11,8,4,9
WarnKu00,2009,32344,208,4070,2666,13,9,4,9
WatsDe00,2017,1699,19,204,126,0,0,0,1
WatsDe00,2018,5864,45,709,471,1,0,1,1
WatsDe00,2019,9716,71,1204,804,3,1,2,1
WatsDe00,2020,14539,104,1748,1186,3,1,3,1
WhitDa01,1976,213,2,20,13,0,0,0,5
WhitDa01,1977,248,2,30,17,0,0,0,5
WhitDa01,1978,463,2,64,37,0,0,0,5
WhitDa01,1979,730,3,103,56,0,0,0,5
WhitDa01,1980,4017,31,539,316,3,2,0,5
WhitDa01,1981,7115,53,930,539,5,3,0,5
WhitDa01,1982,9194,69,1177,695,8,5,1,5
WhitDa01,1983,13174,98,1710,1029,9,5,1,5
WhitDa01,1984,14754,109,1943,1155,9,5,1,5
WhitDa01,1985,17911,130,2393,1422,10,5,1,5
WhitDa01,1986,19068,142,2546,1517,10,5,1,5
WhitDa01,1987,21685,154,2908,1732,10,5,1,5
WhitDa01,1988,21959,155,2950,1761,10,5,1,5
WillDo01,1978,1170,7,194,73,0,0,0,4
WillDo01,1979,3618,25,591,239,2,1,0,4
WillDo01,1980,7014,45,1112,493,2,1,0,4
WillDo01,1981,10577,64,1583,731,3,1,0,4
WillDo01,1982,12648,73,1890,895,4,1,0,4
WillDo01,1983,12648,73,1890,895,4,1,0,4
WillDo01,1984,12648,73,1890,895,4,1,0,4
WillDo01,1985,12648,73,1890,895,4,1,0,4
WillDo01,1986,12648,73,1891,895,4,1,0,4
WillDo01,1987,13804,84,2034,976,7,4,0,4
WillDo01,1988,16413,99,2414,1189,7,4,0,4
WillDo01,1989,16998,100,2507,1240,7,4,0,4
WilsRu00,2012,3118,26,393,252,2,1,1,9
WilsRu00,2013,6475,52,800,509,5,4,2,9
WilsRu00,2014,9950,72,1252,794,8,6,3,9
WilsRu00,2015,13974,106,1735,1123,10,7,4,9
WilsRu00,2016,18193,127,2281,1476,12,8,4,9
WilsRu00,2017,22176,161,2834,1815,12,8,5,9
WilsRu00,2018,25624,196,3261,2095,13,8,6,9
WilsRu00,2019,29734,227,3777,2436,15,9,7,9
WilsRu00,2020,33946,267,4335,2820,16,9,8,9
WilsRu00,2021,37059,292,4735,3079,16,9,9,9
WilsWa00,1981,48,0,13,6,0,0,0,2
WilsWa00,1982,48,0,13,6,0,0,0,2
WilsWa00,1983,172,1,41,22,0,0,0,2
WilsWa00,1984,1191,6,236,124,0,0,0,2
WilsWa00,1985,1595,9,296,157,0,0,0,2
WilsWa00,1986,2760,16,439,237,0,0,0,2
WilsWa00,1987,4866,30,703,377,2,1,0,2
WilsWa00,1988,7612,45,1035,581,4,2,1,2
WilsWa00,1989,10155,54,1397,775,5,2,1,2
WilsWa00,1990,11310,63,1543,857,5,2,1,2
WilsWa00,1991,12135,66,1665,929,5,2,1,2
WilsWa00,1992,13501,79,1828,1040,5,2,1,2
WilsWa00,1993,15958,91,2216,1261,5,2,1,2
WilsWa00,1994,16130,91,2244,1281,5,2,1,2
WilsWa00,1995,16521,92,2301,1319,5,2,1,2
WilsWa00,1996,16600,92,2319,1327,5,2,1,2
WilsWa00,1997,16715,92,2340,1339,5,2,1,2
WilsWa00,1998,17283,99,2428,1391,5,2,1,2
WoodDa00,1980,1850,14,327,176,0,0,0,3
WoodDa00,1981,4320,26,693,367,1,0,0,3
WoodDa00,1982,5400,31,872,465,5,3,0,3
WoodDa00,1983,5928,34,961,508,5,3,0,3
WoodDa00,1984,7201,42,1117,593,5,3,0,3
WoodDa00,1985,8558,48,1300,687,5,3,0,3
YounSt00,1985,935,3,138,72,0,0,0,8
YounSt00,1986,3217,11,501,267,0,0,0,8
YounSt00,1987,3787,21,570,304,0,0,0,8
YounSt00,1988,4467,24,671,358,0,0,0,8
YounSt00,1989,5468,32,763,422,0,0,0,8
YounSt00,1990,5895,34,825,460,0,0,0,8
YounSt00,1991,8412,51,1104,640,0,0,0,8
YounSt00,1992,11877,76,1506,908,2,1,1,8
YounSt00,1993,15900,105,1968,1222,4,2,2,8
YounSt00,1994,19869,140,2429,1546,7,5,3,8
YounSt00,1995,23069,160,2876,1845,8,5,4,8
YounSt00,1996,25479,174,3192,2059,10,6,5,8
YounSt00,1997,28508,193,3548,2300,12,7,6,8
YounSt00,1998,32678,229,4065,2622,14,8,7,8
YounSt00,1999,33124,232,4149,2667,14,8,7,8